Stock Entry {0} is not a valid in-transit transfer.,
Stock Entry {0} is not submitted.,
Stock Receiving,
Stock UOM is required.,
Subtotal,ذیلی کل
Successfully enrolled {0} in {1},
Successfully unenrolled {0} from {1},
Summary,خلاصہ
Supplier Name,سپلائر کے نام
Supplier is required.,
Supplier name is required.,
Supplier {0} was not found.,
Suppliers,سپلائر
Sync,ہم آہنگی
System Manager,سسٹم مینیجر
Target Account,
Target account,
Target account is required,
Target account must belong to the selected company.,
Target warehouse is required.,
Tax Breakdown,
Tax ID,ٹیکس شناخت
Taxes,ٹیکسز
Taxes & Charges,
Taxes Breakdown,
Tendered,
Theme: Dark (click to switch to System),
Theme: Light (click to switch to Dark),
Theme: System ({0}) (click to switch to Light),
This Referral Code {0} not exists,
This invoice {0} cannot be deleted,
Title,عنوان
Total,کل
Total Invoices,
Total Paid,
Total Quantity,کل مقدار
Total Taxes,
Total item code digits to extract. Example: item code 3310100 => digits 7.,
Transaction,ٹرانزیکشن
Try a different search or category,
Try adjusting your filters,
Try again,
Type,قسم
Unable to cancel Journal Entry {0} linked to this invoice. Please cancel it manually and try again.,
Unable to create Journal Entry for customer credit.,
Unable to determine cash account for change payment entry.,
Unable to determine customer receivable account for change payment entry.,
Unable to find exchange rate for {0} to {1}. Please create a Currency Exchange record manually,
Unable to load Credit Note {0}: {1},
Unable to load Payment Entry {0}: {1},
Unable to resolve POS Opening Shift.,
Unable to resolve POS cash account from POS Profile cash mode of payment.,
Unenroll from Program,
Unknown error,
Used,استعمال کیا جاتا ہے
User,صارف
User must match the selected POS Opening Shift user.,
User {} has been disabled. Please select valid user/cashier,
Valid From,سے درست
Valid Upto,درست
Validity and Usage,درستگی اور استعمال
Walk-in Customer,
Warehouse,گودام
Website Manager,ویب سائٹ کے مینیجر
Weight,وزن
Weight decimals,
Weight digits,
Weight starting position,
Weight value is parsed as: [weight digits].[weight decimals].,
Welcome back,
"When enabled, price is extracted using the price start/digits/decimals fields below.",
Worth {0},
Write Off,لکھ دینا
Write off amount exceeds the allowed limit ({0}). Please add payment for the remaining amount.,
X POS,
X POS App,
X POS Payments is not enabled for this POS Profile,
X POS Purchase Order Flow Failed,
You are not allowed to access this shift.,
You are not allowed to manage this cash movement record.,
You are trying to return more quantity for item {0} than was sold.,
days,
"e.g. \""Summer Holiday 2019 Offer 20\""",
incl.,
item,
item(s),
items,
items must be a list,
label(s),
modified_after must be a valid ISO datetime,
more,
pts,
received,
transferred,
unaccounted,
unique e.g. SAVE20  To be used to get discount,انوکھا جیسے SAVE20 ڈسکاؤنٹ حاصل کرنے کے لئے استعمال کیا جائے
will be rejected,
will be returned to,
{0} Coupon used are {1}. Allowed quantity is exhausted,used 0 used استعمال شدہ کوپن {1} ہیں۔ اجازت شدہ مقدار ختم ہوگئ
{0} is disabled for this POS Profile.,
{0} is invalid.,
{0} must belong to company {1}.,
{0} payment(s) were skipped.,
{0} {1} must be submitted before creating change payment entries.,
{} Active,
Default Currency,پہلے سے طے شدہ کرنسی
"e.g. ""Summer Holiday 2019 Offer 20""",مثال کے طور پر &quot;موسم گرما کی تعطیلات 2019 کی پیش کش 20&quot;
Failed,ناکام
First Name,نام
Full Name,پورا نام
Invoice Number,انوائس تعداد
Keyboard Shortcuts,کی بورڈ شارٹ کٹس
Last Name,آخری نام
Middle Name,درمیانی نام
Mpesa Settings,مائپسا کی ترتیبات
Posting Time,پوسٹنگ وقت
Reload,دوبارہ
Session Defaults,سیشن ڈیفالٹس
Success,کامیابی
Till Number,نمبر تک
Transaction Type,ٹرانزیکشن کی قسم
View Website,سائٹ
Account,اکاؤنٹ,
Account Head,اکاؤنٹ سربراہ,
Accounts Manager,اکاؤنٹس مینیجر,
Accounts User,اکاؤنٹس یوزر,
Add Filter,فلٹر لگائں,
Add New Supplier,نیا سپلائر بنائں,
Add a new supplier to the system,سسٹم میں نیاسپلائر داخل کریں,
Add items to pay,ادائیگی کے لیے آئٹمز شامل کریں,
Add to Cart,ٹوکری میں شامل کریں,
Add/Edit Coupon Conditions,کوپن کی شرائط شامل/ترمیم کریں,
Additional Discount,اضافی رعایت,
Administrator,ایڈمنسٹریٹر,
All,تمام,
All Groups,تمام گروپس,
Allocated {0} across {1} payment(s).,{0} کو {1} ادائیگیوں میں مختص کیا گیا,
Allocation amount for payment {0} exceeds outstanding invoices,ادائیگی کے لیے مختص رقم {0} بقایا رسیدوں سے زیادہ ہے,
Amended From,سے ترمیم شدہ,
Amount,رقم,
Amount Due,بقایا رقم,
Amount exceeds POS Profile cash movement max amount.,رقم POS پروفائل نقدی موومنٹ کی زیادہ سے زیادہ رقم سے زیادہ ہ,
Amount must be greater than zero,رقم صفر سے زیادہ ہونی چاہیے,
Amount must be greater than zero.,رقم صفر سے زیادہ ہونی چاہیے,
Applied,لاگو,
Apply,لاگوکریں,
Apply For,کے لیے لاگو,
Apply For POS Profiles,POS پروفائلز کے لیے درخواست دیں۔,
Apply On,پر لاگو,
Apply Rule On Brand,برانڈ پر اصول لاگو کریں,
Apply Rule On Item Code,آئٹم کوڈ پر اصول لاگو کریں,
Apply Rule On Item Group,آئٹم گروپ پر اصول لاگو کریں,
Apply Type,لاگو کی قسم,
Are you sure you want to delete this draft?,کیا آپ واقعی اس مسودے کو ختم کرنا چاہتے ہیں؟,
At least one item is required,کم از کم ایک آئٹم درکار ہے,
Auto Apply,خودکار لاگو,
Auto-receive,خودکار وصول,
Available Programs,دستیاب پروگرام,
Back Office Cash Account is fixed by POS Profile and cannot be overridden.,بیک آفس نقدی اکاؤنٹ POS پروفائل کے ذریعے طے کیا جاتا ہے اور اسے تبدیل نہیں کیا جا سکتا,
Back Office Cash Account is required for cash deposit.,نقدی ڈپازٹ کے لیے بیک آفس نقدی اکاؤنٹ درکار ہے,
Back Office Cash Account must be a Cash account.,بیک آفس نقدی اکاؤنٹ ایک نقدی اکاؤنٹ ہونا چاہیے,
Back to Sign In,واپس سائن ان کریں,
Barcode,بارکوڈ,
Barcode Printer,بارکوڈ پرنٹر,
Barcode Structure,بارکوڈ کا ڈھانچہ,
Barcode Type,بارکوڈ کی قسم,
Barcode lookup failed,بارکوڈ تلاش کرنا ناکام ہوگیا,
Barcode {0} already exists.,بارکوڈ {0} پہلے ہی موجود ہے,
Brand,برانڈ,
Campaign,مہم,
Cancel,منسوخ کریں,
Cancelled,منسوخ,
Cancelling submitted cash movements is disabled for this POS Profile.,اس POS پروفائل کے لیے جمع کرائی گئی نقدی موومنٹ کو منسوخ کرنا غیر فعال ہے,
Cannot add item to cart,آئٹم کو ٹوکری میں شامل نہیں کیا جا سکتا,
Cart,ٹوکری,
Cart is empty,ٹوکری خالی ہے,
Cash Deposit,نقدی جمع کرانا,
Cash Deposit is disabled for this POS Profile.,اس POS پروفائل کے لیے نقدی جمع کرانا غیر فعال ہے,
Cash Movement,نقدی کی نقل و حرکت,
Cash Movement is disabled for this POS Profile.,اس POS پروفائل کے لیے نقدی کی نقل و حرکت غیر فعال ہے,
Cash deposit recorded,نقدی ڈپازٹ ریکارڈ کر دیا گیا,
Cashier,کیشئیر,
Change,بھان,
Change Given,بھان دی,
Check your email for reset instructions,دوبارہ ترتیب دینے کی ہدایات کے لیے اپنا ای میل چیک کریں,
Clear All,تمام صاف کریں,
Clear cart,ٹوکری صاف کریں,
Click on items to add them here,آئٹمز کو یہاں شامل کرنے کے لیے ان پر کلک کریں,
Click to change customer,گاہک کو تبدیل کرنے کے لیے کلک کریں,
Click to select customer,گاہک کو منتخب کرنے کے لیے کلک کریں,
Client Request ID,کلائنٹ کی درخواست کی شناخت,
Close,بند,
Close Shift,شفٹ بند کریں,
Closed,بند,
Closing,بند کرنا,
Closing Amount,بند ہونے والی رقم,
Closing...,بند ہو رہا ہے...,
Company,کمپنی,
Company is required,کمپنی کی ضرورت ہے,
Company is required.,کمپنی کی ضرورت ہے,
Company must match the selected POS Opening Shift company.,کمپنی کو منتخب کردہ POS اوپننگ شفٹ کمپنی سے مماثل ہونا چاہیے,
Company must match the selected POS Profile company.,کمپنی کو منتخب کردہ POS پروفائل کمپنی سے مماثل ہونا چاہیے,
Contact administrator to set up loyalty programs,لائلٹی پروگرام کو ترتیب دینے کے لیے ایڈمنسٹریٹر سے رابطہ کریں,
Context is required,سیاق و سباق درکار ہے,
Cost Center,لاگت کا مرکز,
Cost Center is not set in pos profile {0},پوز پروفائل میں لاگت کا مرکز سیٹ نہیں ہے {0},
Coupon,کوپن,
Coupon Based,کوپن پر مبنی,
Coupon Code,کوپن کوڈ,
Coupon Code Based,کوپن کوڈ پر مبنی,
Coupon Description,کوپن کی تفصیل,
Coupon Name,کوپن کا نام,
Coupon Type,کوپن کی قسم,
Coupon has expired,کوپن کی میعاد ختم ہو گئی ہے,
Coupon is not valid for this customer,کوپن اس گاہک کے لیے درست نہیں ہے,
Coupon is not yet valid,کوپن ابھی تک درست نہیں ہے,
Create New Supplier,نیا سپلائر بنائیں,
Create Supplier,سپلائر بنائیں,
Create items,آئٹمز بنائیں,
Create suppliers,فراہم کنندہ بنائں,
Created By,بنانے والا,
Creating...,بن رہا۔۔۔,
Credit Note,کریڈٹ نوٹ,
Credit Note {0} has no remaining balance to allocate.,کریڈٹ نوٹ {0} کے پاس مختص کرنے کے لیے کوئی بقایا بیلنس نہیں ہے۔,
Credit note {0} is already fully allocated,کریڈٹ نوٹ {0} پہلے ہی مکمل طور پر مختص ہے۔,
Credit note {0} still has an unapplied balance of {1},کریڈٹ نوٹ {0} کے پاس اب بھی {1} کا غیر لاگو بیلنس ہے,
Currency,کرنسی,
"Currency is not correct, party account currency is {party_account_currency} and transaction currency is {currency}",کرنسی درست نہیں ہے، پارٹی اکاؤنٹ کی کرنسی {party_account_currency} ہے اور لین دین کی کرنسی {currency} ہے,
Currency is required,کرنسی درکار ہے,
Customer,گاہک,
Customer Group,کسٹمر گروپ,
Customer Name,گاہک کا نام,
Customer already exists,گاہک پہلے ہی موجود ہے,
Customer is already enrolled in {0},گاہک پہلے ہی {0} میں اندراج شدہ ہے,
Customer is already enrolled in {0}. Please unenroll from the current program first.,گاہک پہلے ہی {0} میں اندراج شدہ ہے۔ براہ کرم پہلے موجودہ پروگرام سے اندراج ختم کریں۔,
Customer is not enrolled in any loyalty program,گاہک کسی بھی لائلٹی پروگرام میں اندراج نہیں کیا گیا ہے۔,
Customer is required,گاہک کی ضرورت ہے,
Customer is required to create an address,پتہ بنانے کے لیے گاہک کی ضرورت ہے,
Customer locked for return,گاہک کو واپسی کے لیے بند کر دیا گیا,
Customer mismatch: Return must be for the same customer ({0}) as the original invoice,گاہک کا مماثل نہیں: واپسی اسی گاہک ({0}) کے لیے ہونی چاہیے جس کی اصل رسید ہے,
Customer name is required,گاہک کا نام درکار ہے,
Customer {0} not found,گاہک {0} نہیں ملا,
"Customer, Company, Amount, and Mode of Payment are required",گاہک، کمپنی، رقم، اور ادائیگی کا طریقہ درکار ہے,
Date,تاریخ,
Date & Time,تاریخ اور وقت,
Default Loyalty Program,طے شدہ لائلٹی پروگرام,
Default Rate,طے شدہ شرح,
Default Rate is required,طے شدہ شرح درکار ہے,
Delete draft,مسودہ حذف کریں,
Deleting cancelled cash movements is disabled for this POS Profile.,منسوخ شدہ کیش موومنٹ کو حذف کرنا اس POS پروفائل کے لیے غیر فعال ہے,
Delivery Charges,ڈیلیوری چارجز,
Delivery Charges POS Profile,ڈیلیوری چارجز POS پروفائل,
Deposit,جمع,
Deposit To,جمع کروائیں,
Description,تفصیل,
Details,تفصیلات,
Difference,فرق,
Digits after decimal. Example: 1.000 => decimals 3.,اعشاریہ کے بعد ہندسے۔ مثال: 1.000 => اعشاریہ 3۔,
"Digits before decimal. Example: for 1.000, use 1 (or 2 if your scale encodes 01.000).",اعشاریہ سے پہلے ہندسے۔ مثال: 1.000 کے لیے، 1 استعمال کریں (یا 2 اگر آپ کا پیمانہ 01.000 کو انکوڈ کرتا ہے)۔,
Disabled,غیر فعال,
Discount,رعایت,
Discount Amount,رعایت کی رقم,
Discount Percentage,رعایت فیصد,
Discount Type,رعایت کی قسم,
Discount amount,رعایت کی رقم,
Draft,مسودہ,
Draft invoice deleted,انوائس کا مسودہ حذف کر دیا گیا,
Draft invoice restored to cart,ڈرافٹ انوائس کو کارٹ میں بحال کر دیا گیا,
Email,ای میل,
Email Address,ای میل ایڈریس,
Email ID,ای میل شناخت,
Email Sent Successfully,ای میل کامیابی کے ساتھ بھیجی گئی,
Email address,ای میل ایڈریس,
Email or Username,ای میل یا صارف نام,
Enable only if barcode also contains price segment.,صرف اس صورت میں فعال کریں جب بارکوڈ میں قیمت کا حصہ بھی ہو,
"Enable when your barcode starts with a fixed prefix value (for example, 331).",جب آپ کا بار کوڈ ایک مقررہ سابقہ ​​قدر (مثال کے طور پر، 331) کے ساتھ شروع ہوتا ہے تو اسے فعال کریں,
Enroll Customer,کسٹمر کا اندراج کریں,
Enrolled,اندراج,
Enrolling...,اندراج ہو رہا ہے...,
Enter coupon code...,کوپن کوڈ درج کریں...,
Enter reason for this transaction...,اس لین دین کی وجہ درج کریں...,
Enter supplier name,سپلائر کا نام لکھیں,
Enter the email address associated with your account,اپنے اکاؤنٹ سے وابستہ ای میل ایڈریس درج کریں,
Enter your email address,اپنا ای میل ایڈریس درج کریں,
Enter your email or username,اپنا ای میل یا صارف کا نام درج کریں,
Enter your email to receive a password reset link,پاس ورڈ دوبارہ ترتیب دینے کا لنک حاصل کرنے کے لیے اپنا ای میل درج کریں,
Enter your password,اپنا پاس ورڈ درج کریں,
Expected,متوقع,
Expected Amount,متوقع رقم,
Expense,خرچہ,
Expense Account,خرچہ کھاتہ,
Expense Account is required for expense entries.,اخراجات کے اندراجات کے لیے اخراجات کا اکاؤنٹ درکار ہے,
Expense account is required,اخراجات کا اکاؤنٹ درکار ہے,
Expense account is required for POS Expense.,POS اخراجات کے لیے اخراجات کا اکاؤنٹ درکار ہے,
Expense target account must match Expense Account.,اخراجات کے ہدف کا اکاؤنٹ اخراجات اکاؤنٹ سے مماثل ہونا چاہیے,
Expires,میعاد ختم,
Failed to create payment request: {0},ادائیگی کی درخواست بنانے میں ناکام: {0},
Failed to delete draft invoice,ڈرافٹ انوائس کو حذف کرنے میں ناکام,
Failed to fetch draft invoices,ڈرافٹ رسیدیں حاصل کرنے میں ناکام,
Failed to load draft invoice,ڈرافٹ انوائس لوڈ کرنے میں ناکام,
Failed to reconcile Credit Note {0}: {1},کریڈٹ نوٹ {0} کو ملانے میں ناکام: {1},
Failed to reconcile Journal Entry {0}: {1},جرنل انٹری کو ملانے میں ناکام {0}: {1},
Failed to reconcile Payment Entry {0}: {1},ادائیگی کے اندراج کو ملانے میں ناکام {0}: {1},
Failed to record cash movement,کیش موومنٹ ریکارڈ کرنے میں ناکام,
Failed to save draft: {0},مسودہ محفوظ کرنے میں ناکام: {0},
Failed to validate coupon,کوپن کی توثیق کرنے میں ناکام,
Final Customer Offer,حتمی گاہک آفر,
"Fixed starting value of all scale barcodes (for example, 331). If set, barcodes not starting with this value are ignored.",تمام پیمانے کے بارکوڈز کی مقررہ ابتدائی قیمت (مثال کے طور پر، 331)۔ اگر سیٹ ہو، تو اس قدر سے شروع نہ ہونے والے بارکوڈز کو نظر انداز کر دیا جاتا ہے,
Forgot password?,پاس ورڈ بھول گئے؟,
Full Name,پورا نام,
Generate and print barcode labels for items,آئٹمز کے لیے بارکوڈ لیبل بنائیں اور پرنٹ کریں,
Generating...,بن رہا ہے...,
Gift Card,گفٹ کارڈ,
Give Item,آئٹم دیں,
Give Item Row ID,آئٹم قطار کی شناخت دیں,
Give Product,پروڈکٹ دیں,
Given Quantity,دی گئی مقدار,
Grand Total,عظیم کل,
In Transit,ٹرانزٹ میں,
In-Transit Stock,ٹرانزٹ میں سٹاک,
Include QR Code,QR کوڈ شامل کریں۔,
Individual,انفرادی,
Invalid Opening Entry,غلط افتتاحی اندراج,
Invalid POS Opening Shift data provided.,غلط POS اوپننگ شفٹ ڈیٹا فراہم کیا گیا,
Invalid language code,غلط زبان کا کوڈ,
Invalid language code format: {0},غلط زبان کوڈ فارمیٹ: {0},
Invalid movement type for journal entry.,جرنل کے اندراج کے لیے نقل و حرکت کی غلط قسم,
Invalid movement type.,نقل و حرکت کی غلط قسم,
Invalid or already used coupon code,غلط یا پہلے سے استعمال شدہ کوپن کوڈ,
Invalid or expired coupon code,غلط یا میعاد ختم ہونے والا کوپن کوڈ,
Invalid payload for cash movement.,کیش موومنٹ کے لیے غلط پے لوڈ,
Invalid posting date.,پوسٹنگ کی غلط تاریخ,
Invalid {0} filter,غلط {0} فلٹر,
Invoice,رسید,
Invoice Amount,رسید کی رقم,
Invoice Currency,رسید کی کرنسی,
Invoice details,رسیدکی تفصیلات,
Invoice {0} Deleted,رسید {0} حذف کر دیا گیا,
Invoice {0} does not exist,رسید {0} موجود نہیں ہے,
Invoice {0} not found,رسید {0} نہیں ملا,
Item,آئٹم,
Item Code,آئٹم کوڈ,
Item Code and Price List are required,آئٹم کوڈ اور قیمت کی فہرست درکار ہے,
Item Code is required,آئٹم کوڈ درکار ہے,
Item Discounts,آئٹم کی رعایت,
Item Group,آئٹم گروپ,
Item Price,آئٹم کی قیمت,
Item Price has been added or updated,آئٹم کی قیمت شامل یا اپ ڈیٹ کر دی گئی ہے,
Item Rate Should Less Then,آئٹم کی شرح پھر کم ہونی چاہیے,
Item code digits,آئٹم کوڈ کے ہندسے,
Item code is required.,آئٹم کوڈ درکار ہے,
Item code starting position,آئٹم کوڈ شروع کرنے کی پوزیشن,
Item {0} was not in the original invoice {1},آئٹم {0} اصل انوائس میں نہیں تھا {1},
"Item {0}: Cannot return {1} units. Only {2} units remaining for return (Original: {3}, Already returned: {4})",آئٹم {0}: {1} یونٹس واپس نہیں کر سکتے۔ واپسی کے لیے صرف {2} اکائیاں باقی ہیں (اصل: {3}، پہلے ہی واپس آ چکے ہیں: {4}),
Items,اشیاء,
Journal Entry,جرنل انٹری,
Journal Entry {0} has no unallocated amount remaining.,جرنل انٹری {0} میں کوئی غیر مختص رقم باقی نہیں ہے,
Keyboard Shortcuts,کی بورڈ شارٹ کٹس,
Label,لیبل,
Label Size,لیبل کا سائز,
Large (60×40mm),بڑا (60×40mm),
Linked Invoices,منسلک رسیدیں,
Loading in-transit stock...,ٹرانزٹ اسٹاک لوڈ ہو رہا ہے...,
Loading suppliers...,سپلائرز لوڈ ہو رہے ہیں...,
Loyalty,وفاداری,
Loyalty Information,وفاداری کی معلومات,
Loyalty Point,لائلٹی پوائنٹ,
Loyalty Point Scheme,لائلٹی پوائنٹ سکیم,
Loyalty Points,لائلٹی پوائنٹس,
Loyalty Points Redeemed,لائلٹی پوائنٹس کو چھڑا لیا گیا,
Loyalty Program,لائلٹی پروگرام,
Loyalty Program is required,لائلٹی پروگرام درکار ہے,
Loyalty Program {0} not found,لائلٹی پروگرام {0} نہیں ملا,
Manage loyalty for,کے لیے وفاداری کا انتظام کریں,
Material transfers awaiting receipt at your warehouse,مواد کی منتقلی آپ کے گودام میں رسید کے منتظر ہے,
Max Amount,زیادہ سے زیادہ رقم,
Max Quantity,زیادہ سے زیادہ مقدار,
Maximum Use,زیادہ سے زیادہ استعمال,
Medium (50×30mm),درمیانہ (50×30mm),
Method,طریقہ,
Min Amount,کم سے کم رقم,
Min Quantity,کم سے کم مقدار,
Missing Dependency,لاپتہ انحصار,
Mobile,موبائل,
Mobile NO,موبائل نمبر,
Mode Of Payment,ادائیگی کا طریقہ,
Mode of Payment,ادائیگی کا طریقہ,
Mode of Payments,ادائیگیوں کا طریقہ,
Modes of Payment,ادائیگی کے طریقے,
Movement Type,حرکت کی قسم,
Movement Type must be Expense or Deposit.,نقل و حرکت کی قسم خرچ یا جمع ہونا ضروری ہے,
Net Total,خالص کل,
No allocation made for credit note {0},کریڈٹ نوٹ کے لیے کوئی مختص نہیں کیا گیا {0},
No allocation made for payment {0},ادائیگی کے لیے کوئی مختص نہیں کیا گیا {0},
No allocation was recorded for Credit Note {0}.,کریڈٹ نوٹ {0} کے لیے کوئی مختص ریکارڈ نہیں کیا گیا,
No allocation was recorded for Journal Entry {0}.,جرنل انٹری {0} کے لیے کوئی مختص ریکارڈ نہیں کیا گیا,
No allocation was recorded for Payment Entry {0}.,ادائیگی کے اندراج کے لیے کوئی مختص ریکارڈ نہیں کیا گیا {0},
No allocations were made.,کوئی رقم مختص نہیں کی گئی,
No batches available in {0} for {1}.,{1} کے لیے {0} میں کوئی بیچ دستیاب نہیں,
No draft invoices found,کوئی مسودہ رسید نہیں ملا,
No groups found,کوئی گروپ نہیں ملا,
No in-transit stock,کوئی ان ٹرانزٹ اسٹاک نہیں ہے,
No items found,کوئی آئٹمز نہیں ملے,
No items in cart to save.,محفوظ کرنے کے لیے کارٹ میں کوئی آئٹم نہیں ہے,
No items selected,کوئی آئٹمز منتخب نہیں کیے گئے,
No items to invoice. Please ensure there are items on the Purchase Order.,انوائس کے لیے کوئی آئٹمز نہیں۔ براہ کرم یقینی بنائیں کہ پرچیز آرڈر پر آئٹمز موجود ہیں,
No items to receive.,وصول کرنے کے لیے کوئی آئٹمز نہیں,
No items to receive. Please enter received quantities.,وصول کرنے کے لیے کوئی آئٹمز نہیں۔ براہ کرم موصول شدہ مقدار درج کریں,
No items to return.,واپس کرنے کے لیے کوئی آئٹمز نہیں,
No loyalty programs available,کوئی لائلٹی پروگرام دستیاب نہیں ہے,
No matches found,کوئی مماثلت نہیں ملی,
No material transfers pending receipt,کوئی مادی منتقلی زیر التواء رسید نہیں ہے,
No open shift found. Please open a shift first.,کوئی کھلی شفٹ نہیں ملی۔ براہ کرم پہلے ایک شفٹ کھولیں,
No orders found,کوئی آرڈر نہیں ملا,
No outstanding invoices available for allocation of credit note {0},کریڈٹ نوٹ کی مختص کرنے کے لیے کوئی بقایا رسیدیں دستیاب نہیں ہیں {0},
No outstanding invoices available for allocation of payment {0},ادائیگی کے لیے کوئی بقایا رسیدیں دستیاب نہیں ہیں {0},
Offline,آف لائن,
Open,کھولیں,
Opening,افتتاحی,
Opening Amount,افتتاحی رقم,
Opening Balance Details,بیلنس کی تفصیلات کھولنا,
Orders,احکامات,
Out of Stock,زخیرے سے باہر,
POS,پی او ایس,
POS Invoice,پوزیشن انوائس,
POS Profile,پی او ایس پروفائل,
POS Transactions,POS لین دین,
Password,پاس ورڈ,
Payment,ادائیگی,
Payment Entry,ادائیگی انٹری,
Payment Reconciliation,ادائیگی مصالحتی,
Payment Request for {0},{0} کے لئے ادائیگی کی درخواست,
Payment amount cannot be less than or equal to 0,ادائیگی کی رقم 0 سے کم یا اس کے برابر نہیں ہوسکتی ہے,
Payments,ادائیگی,
Pending,زیر غور,
Period End Date,مدت ختم ہونے کی تاریخ,
Period Start Date,مدت کی تاریخ شروع,
Please enter the phone number first,براہ کرم پہلے فون نمبر درج کریں,
Please select a customer before adding items to the cart,برائے مہربانی اشیا کو ٹوکری میں ڈالنے سے پہلے خریدار منتخب کریں,
Please select the customer.,براہ کرم گاہک کو منتخب کریں۔,
Posting Date,پوسٹنگ کی تاریخ,
Prefix,اپسرگ,
Price,قیمت,
Print,پرنٹ کریں,
Print Format,پرنٹ کی شکل,
Processing...,پروسیسنگ ...,
Product Discount Scheme,پروڈکٹ ڈسکاؤنٹ اسکیم,
Program,پروگرام کا,
Promotional,پروموشنل,
Purchase Orders,خریداری کے احکامات,
Qty,مقدار,
Rate,شرح,
Receive,وصول,
Referral Code,حوالہ کوڈ,
Refresh,تازہ کاری,
Remaining,باقی,
Remarks,ریمارکس,
Repeat,دوبارہ,
Reset Password,پاس ورڈ ری سیٹ,
Return,واپس,
Returns,واپسی,
"Row #{0}: The batch {1} has only {2} qty. Please select another batch which has {3} qty available or split the row into multiple rows, to deliver/issue from multiple batches",صف # {0}: بیچ {1} صرف {2} قی ہے. ایک اور بیچ دستیاب ہے جس {3} قی منتخب کریں یا / مسئلہ ایک سے زیادہ بیچوں سے فراہم کرنے کے لئے، ایک سے زیادہ قطاروں میں صف تقسیم مہربانی,
Sales Invoice,فروخت انوائس,
Sales Manager,منتظم سامان فروخت,
Sales Master Manager,سیلز ماسٹر مینیجر,
Sales Partner,سیلز پارٹنر,
Sales Person,فروخت کار,
Sales Summary,سیلز خلاصہ,
Sales User,سیلز صارف,
Select Customer,کسٹمر منتخب کریں,
Set Posting Date,پوسٹنگ کی تاریخ طے کریں,
Shipping Account,شپنگ اکاؤنٹ,
Show Price,قیمت دکھائیں,
"Sorry, this coupon code is no longer valid",معذرت ، اب کوپن کا یہ کوڈ درست نہیں ہے,
"Sorry, this coupon code's validity has expired",معذرت ، اس کوپن کوڈ کی توثیق ختم ہوگئی ہے,
"Sorry, this coupon code's validity has not started",معذرت ، اس کوپن کوڈ کی صداقت شروع نہیں ہوئی ہے,
Status,سٹیٹس,
Status must be one of {0},سٹیٹس سے ایک ہونا ضروری {0},
Subtotal,ذیلی کل,
Summary,خلاصہ,
Supplier Name,سپلائر کے نام,
Suppliers,سپلائر,
Sync,ہم آہنگی,
System Manager,سسٹم مینیجر,
Tax ID,ٹیکس شناخت,
Taxes,ٹیکسز,
Title,عنوان,
Total,کل,
Total Quantity,کل مقدار,
Transaction,ٹرانزیکشن,
Type,قسم,
Used,استعمال کیا جاتا ہے,
User,صارف,
Valid From,سے درست,
Valid Upto,درست,
Validity and Usage,درستگی اور استعمال,
Warehouse,گودام,
Website Manager,ویب سائٹ کے مینیجر,
Weight,وزن,
Write Off,لکھ دینا,
"e.g. ""Summer Holiday 2019 Offer 20""",مثال کے طور پر &quot;موسم گرما کی تعطیلات 2019 کی پیش کش 20&quot;,
unique e.g. SAVE20  To be used to get discount,انوکھا جیسے SAVE20 ڈسکاؤنٹ حاصل کرنے کے لئے استعمال کیا جائے,
{0} Coupon used are {1}. Allowed quantity is exhausted,used 0 used استعمال شدہ کوپن {1} ہیں۔ اجازت شدہ مقدار ختم ہوگئ,
