Remarks,ملاحظات
"Remarks (optional, e.g. items damaged)",ملاحظات (اختياري، مثل: عناصر تالفة)
"Remarks (optional, e.g. missing or damaged items)",ملاحظات (اختياري، مثل: عناصر مفقودة أو تالفة)
Remarks are required for cash movement in this POS Profile.,الملاحظات مطلوبة لحركة النقد في هذا الملف التعريفي لنقاط البيع.
Remove Loyalty,إزالة الولاء
Repeat,تكرار
Repeat Invoice (Ctrl+G),تكرار الفاتورة (Ctrl+G)
Replace Cheapest Item,استبدال أرخص عنصر
Replace Same Item,استبدال نفس العنصر
Reset Password,إعادة تعيين كلمة المرور
Restore Draft Invoice,استعادة فاتورة المسودة
Restore draft,استعادة المسودة
Return,عودة
Return & Print,إرجاع وطباعة
Return Against invoice is required for returns,الفاتورة المرجعية للإرجاع مطلوبة للمرتجعات
Return Payment,دفع المرتجعات
Return Qty,كمية الإرجاع
Returns,النتائج
Returns are only allowed until {0},المرتجعات مسموحة فقط حتى {0}
Review and reconcile your shift,مراجعة وتسوية نوبتك
"Row #{0}: The batch {1} has only {2} qty. Please select another batch which has {3} qty available or split the row into multiple rows, to deliver/issue from multiple batches",الصف # {0}: الدفعة {1} فقط {2} الكمية. يرجى تحديد دفعة أخرى توفر {3} الكمية أو تقسيم الصف إلى صفوف متعددة، لتسليم / إصدار من دفعات متعددة
Row ID,معرّف الصف
Sales Invoice,فاتورة مبيعات
Sales Invoice Reference,مرجع فاتورة المبيعات
Sales Manager,مدير المبيعات
Sales Master Manager,المدير الرئيسي للمبيعات
Sales Order Created,تم إنشاء طلب المبيعات
Sales Order Created at <a href='{0}'>{1}</a>,تم إنشاء طلب المبيعات في <a href='{0}'>{1}</a>
Sales Order name is required,اسم طلب المبيعات مطلوب
Sales Partner,شريك المبيعات
Sales Person,مندوب مبيعات
Sales Summary,ملخص المبيعات
Sales User,عضو المبيعات
Save & Print,حفظ وطباعة
Save Only,حفظ فقط
Save as draft,حفظ كمسودة
Save your current order to create a draft,احفظ طلبك الحالي لإنشاء مسودة
Scale Barcode Settings,إعدادات باركود الميزان
Scan barcode...,مسح الباركود...
Search and add items from the left panel,ابحث وأضف عناصر من اللوحة اليسرى
"Search by name, phone, email...",ابحث بالاسم أو الهاتف أو البريد الإلكتروني...
Search for items to add barcode labels,ابحث عن عناصر لإضافة ملصقات الباركود
Search for or create a customer,ابحث عن عميل أو أنشئ عميلاً جديداً
Search item groups...,بحث في مجموعات العناصر...
"Search items by name, code, or barcode...",ابحث عن العناصر بالاسم أو الرمز أو الباركود...
"Search items, scan barcode...",ابحث عن العناصر، مسح الباركود...
Search suppliers...,بحث في الموردين...
Searching...,جارٍ البحث...
Secure login powered by Frappe Framework,تسجيل دخول آمن مدعوم بإطار عمل Frappe
Select Customer,حدد العميل
Select a draft invoice to restore to cart,اختر فاتورة مسودة لاستعادتها إلى السلة
Select a loyalty program to enroll this customer,اختر برنامج ولاء لتسجيل هذا العميل
Select customer first,اختر العميل أولاً
Selected,محدد
Selected POS Opening Shift should be open.,يجب أن تكون نوبة فتح نقاط البيع المحددة مفتوحة.
Selected expense account is not allowed for this POS Profile.,حساب النفقات المحدد غير مسموح به لهذا الملف التعريفي لنقاط البيع.
Selected source account is not allowed for this POS Profile.,حساب المصدر المحدد غير مسموح به لهذا الملف التعريفي لنقاط البيع.
Send Reset Link,إرسال رابط إعادة التعيين
Sending...,إرسال...
Set Posting Date,حدد تاريخ النشر
Shift,النوبة
Shift closed successfully!,تم إغلاق النوبة بنجاح!
Shipping Account,حساب الشحن
Shortage return from transit to source,إرجاع النقص من العبور إلى المصدر
Show Price,عرض السعر
Sign In,تسجيل الدخول
Sign Out,تسجيل الخروج
Sign in to your account to continue,سجّل الدخول إلى حسابك للمتابعة
Signing in...,جارٍ تسجيل الدخول...
Small (38×25mm),صغير (38×25 ملم)
Small remaining amounts,مبالغ متبقية صغيرة
"Sorry, this coupon code cannot be used by this company",عذراً، لا يمكن استخدام رمز القسيمة هذا من قبل هذه الشركة
"Sorry, this coupon code cannot be used by this customer",عذراً، لا يمكن استخدام رمز القسيمة هذا من قبل هذا العميل
"Sorry, this coupon code is no longer valid",عذرا ، رمز القسيمة هذا لم يعد صالحًا
"Sorry, this coupon code not exists",عذراً، رمز القسيمة هذا غير موجود
"Sorry, this coupon code's validity has expired",عذرا ، لقد انتهت صلاحية رمز القسيمة
"Sorry, this coupon code's validity has not started",عذرًا ، لم تبدأ صلاحية رمز القسيمة
"Sorry, {0} have used this coupon before",عذراً، {0} استخدم هذه القسيمة من قبل
Source Account,حساب المصدر
Source account,حساب المصدر
Source account must be a Cash account.,يجب أن يكون حساب المصدر حساباً نقدياً.
Source account must belong to the selected company.,يجب أن ينتمي حساب المصدر إلى الشركة المحددة.
Source account override is disabled for this POS Profile.,تجاوز حساب المصدر معطل لهذا الملف التعريفي لنقاط البيع.
Source and target accounts are required.,حسابا المصدر والهدف مطلوبان.
Source and target accounts cannot be the same for cash deposit.,لا يمكن أن يكون حسابا المصدر والهدف متماثلين للإيداع النقدي.
Split Payment,تقسيم الدفع
Starting position (1-indexed) of the price segment.,موضع البداية (مُرقَّم من 1) لمقطع السعر.
Status,الحالة
Status must be one of {0},يجب أن تكون حالة واحدة من {0}
Stock Entry {0} does not exist.,قيد المخزون {0} غير موجود.
Stock Entry {0} has already been fully received.,قيد المخزون {0} تم استلامه بالكامل بالفعل.
Stock Entry {0} is not a Material Transfer with in-transit.,قيد المخزون {0} ليس تحويل مواد مع عبور.
Stock Entry {0} is not a valid in-transit transfer.,قيد المخزون {0} ليس تحويل عبور صالح.
Stock Entry {0} is not submitted.,لم يتم تقديم قيد المخزون {0}.
Stock Receiving,استلام المخزون
Stock UOM is required.,وحدة قياس المخزون مطلوبة.
Subtotal,حاصل الجمع
Successfully enrolled {0} in {1},تم تسجيل {0} في {1} بنجاح
Successfully unenrolled {0} from {1},تم إلغاء تسجيل {0} من {1} بنجاح
Summary,الملخص
Supplier Name,اسم المورد
Supplier is required.,المورد مطلوب.
Supplier name is required.,اسم المورد مطلوب.
Supplier {0} was not found.,المورد {0} غير موجود.
Suppliers,الموردين
Sync,مزامنة
System Manager,مدير النظام
Target Account,حساب الهدف
Target account,حساب الهدف
Target account is required,حساب الهدف مطلوب
Target account must belong to the selected company.,يجب أن ينتمي حساب الهدف إلى الشركة المحددة.
Target warehouse is required.,المستودع الهدف مطلوب.
Tax Breakdown,تفصيل الضريبة
Tax ID,الرقم الضريبي
Taxes,الضرائب
Taxes & Charges,الضرائب والرسوم
Taxes Breakdown,تفصيل الضرائب
Tendered,المبلغ المُسلَّم
Theme: Dark (click to switch to System),السمة: داكن (انقر للتبديل إلى النظام)
Theme: Light (click to switch to Dark),السمة: فاتح (انقر للتبديل إلى الداكن)
Theme: System ({0}) (click to switch to Light),السمة: النظام ({0}) (انقر للتبديل إلى الفاتح)
This Referral Code {0} not exists,رمز الإحالة {0} غير موجود
This invoice {0} cannot be deleted,لا يمكن حذف الفاتورة {0}
Title,اللقب
Total,الاجمالي غير شامل الضريبة
Total Invoices,إجمالي الفواتير
Total Paid,إجمالي المدفوع
Total Quantity,الكمية الإجمالية
Total Taxes,إجمالي الضرائب
Total item code digits to extract. Example: item code 3310100 => digits 7.,إجمالي أرقام رمز العنصر للاستخراج. مثال: رمز العنصر 3310100 => أرقام 7.
Transaction,حركة
Try a different search or category,جرّب بحثاً أو فئة مختلفة
Try adjusting your filters,جرّب تعديل الفلاتر
Try again,حاول مرة أخرى
Type,النوع
Unable to cancel Journal Entry {0} linked to this invoice. Please cancel it manually and try again.,لا يمكن إلغاء القيد اليومي {0} المرتبط بهذه الفاتورة. يرجى إلغاؤه يدوياً والمحاولة مرة أخرى.
Unable to create Journal Entry for customer credit.,لا يمكن إنشاء القيد اليومي لرصيد العميل.
Unable to determine cash account for change payment entry.,لا يمكن تحديد حساب النقد لقيد دفع الباقي.
Unable to determine customer receivable account for change payment entry.,لا يمكن تحديد حساب مستحقات العميل لقيد دفع الباقي.
Unable to find exchange rate for {0} to {1}. Please create a Currency Exchange record manually,لا يمكن العثور على سعر الصرف من {0} إلى {1}. يرجى إنشاء سجل تبادل العملات يدوياً
Unable to load Credit Note {0}: {1},لا يمكن تحميل إشعار الدائن {0}: {1}
Unable to load Payment Entry {0}: {1},لا يمكن تحميل قيد الدفع {0}: {1}
Unable to resolve POS Opening Shift.,لا يمكن حل نوبة فتح نقاط البيع.
Unable to resolve POS cash account from POS Profile cash mode of payment.,لا يمكن حل حساب النقد في نقاط البيع من طريقة الدفع النقدي في ملف نقاط البيع.
Unenroll from Program,إلغاء التسجيل من البرنامج
Unknown error,خطأ غير معروف
Used,مستخدم
User,المستعمل
User must match the selected POS Opening Shift user.,يجب أن يتطابق المستخدم مع مستخدم نوبة فتح نقاط البيع المحددة.
User {} has been disabled. Please select valid user/cashier,تم تعطيل المستخدم {}. يرجى اختيار مستخدم/أمين صندوق صالح
Valid From,صالح من تاريخ
Valid Upto,صالح حتى
Validity and Usage,الصلاحية والاستخدام
Walk-in Customer,عميل بدون موعد
Warehouse,المستودعات
Website Manager,مدير الموقع
Weight,وزن
Weight decimals,عشريات الوزن
Weight digits,أرقام الوزن
Weight starting position,موضع بداية الوزن
Weight value is parsed as: [weight digits].[weight decimals].,تتم قراءة قيمة الوزن على النحو: [أرقام الوزن].[عشريات الوزن].
Welcome back,مرحباً بعودتك
"When enabled, price is extracted using the price start/digits/decimals fields below.",عند التفعيل، يتم استخراج السعر باستخدام حقول بداية السعر/الأرقام/العشريات أدناه.
Worth {0},يساوي {0}
Write Off,لا تصلح
Write off amount exceeds the allowed limit ({0}). Please add payment for the remaining amount.,مبلغ الشطب يتجاوز الحد المسموح به ({0}). يرجى إضافة دفعة للمبلغ المتبقي.
X POS,إكس بي أو إس
X POS App,تطبيق إكس بي أو إس
X POS Payments is not enabled for this POS Profile,مدفوعات إكس بي أو إس غير مفعلة لهذا الملف التعريفي لنقاط البيع
X POS Purchase Order Flow Failed,فشل سير طلب الشراء في إكس بي أو إس
You are not allowed to access this shift.,غير مسموح لك بالوصول إلى هذه النوبة.
You are not allowed to manage this cash movement record.,غير مسموح لك بإدارة سجل حركة النقد هذا.
You are trying to return more quantity for item {0} than was sold.,تحاول إرجاع كمية أكبر من المُباعة للعنصر {0}.
days,أيام
"e.g. \""Summer Holiday 2019 Offer 20\""","مثال: \""Summer Holiday 2019 Offer 20\"""
incl.,شامل
item,عنصر
item(s),عنصر (عناصر)
items,عناصر
items must be a list,يجب أن تكون العناصر قائمة
label(s),ملصق (ملصقات)
modified_after must be a valid ISO datetime,يجب أن يكون modified_after تاريخاً ووقتاً صالحاً بتنسيق ISO
more,المزيد
pts,نقاط
received,تم الاستلام
transferred,تم النقل
unaccounted,غير محسوب
unique e.g. SAVE20  To be used to get discount,فريدة مثل SAVE20 لاستخدامها للحصول على الخصم
will be rejected,سيتم رفضه
will be returned to,سيتم إرجاعه إلى
{0} Coupon used are {1}. Allowed quantity is exhausted,{0} القسيمة المستخدمة هي {1}. الكمية المسموح بها مستنفدة
{0} is disabled for this POS Profile.,{0} معطل لهذا الملف التعريفي لنقاط البيع.
{0} is invalid.,{0} غير صالح.
{0} must belong to company {1}.,يجب أن ينتمي {0} إلى الشركة {1}.
{0} payment(s) were skipped.,تم تخطي {0} دفعة.
{0} {1} must be submitted before creating change payment entries.,يجب تقديم {0} {1} قبل إنشاء قيود دفع الباقي.
{} Active,{} نشط
Default Currency,العملة الافتراضية
"e.g. ""Summer Holiday 2019 Offer 20""",مثال: &quot;Summer Holiday 2019 Offer 20&quot;
Failed,باءت بالفشل
First Name,الاسم الأول
Full Name,الاسم الكامل
Invoice Number,رقم الفاتورة
Keyboard Shortcuts,اختصارات لوحة المفاتيح
Last Name,اسم العائلة
Middle Name,الاسم الأوسط
Mpesa Settings,إعدادات Mpesa
Posting Time,نشر التوقيت
Reload,إعادة التحميل
Session Defaults,إعدادات الجلسة الافتراضية
Success,نجاح
Till Number,حتى رقم
Transaction Type,نوع المعاملة
View Website,عرض الموقع الإلكتروني
Account,حساب,
Account Head,رئيس حساب,
Accounts Manager,مدير حسابات,
Accounts User,حسابات المستخدمين,
Add to Cart,أضف إلى السلة,
Add/Edit Coupon Conditions,إضافة / تحرير شروط القسيمة,
Additional Discount,خصم إضافي,
Administrator,مدير,
All,الكل,
Amended From,معدل من,
Amount,مبلغ,
Applied,طلب,
Apply On,تنطبق على,
Apply Rule On Brand,تطبيق القاعدة على العلامة التجارية,
Apply Rule On Item Code,تطبيق القاعدة على رمز البند,
Apply Rule On Item Group,تطبيق القاعدة على مجموعة العناصر,
Barcode,الرمز الشريطي,
Barcode Type,نوع الباركود,
Brand,العلامة التجارية,
Campaign,الحملة,
Cancel,إلغاء,
Cancelled,ألغيت,
Cart,عربة,
Cashier,أمين الصندوق,
Change,تغيير,
Close,أغلق,
Closed,مغلق,
Closing Amount,مبلغ الإغلاق,
Company,شركة,
Cost Center,مركز التكلفة,
Coupon Code,رمز الكوبون,
Coupon Code Based,كود الكوبون,
Coupon Description,وصف القسيمة,
Coupon Name,اسم القسيمة,
Coupon Type,نوع الكوبون,
Credit Note,إشعار دائن,
Currency,العملة,
Customer,العميل,
Customer Group,مجموعة العميل,
Customer Name,اسم العميل,
Customer is required,العميل مطلوب,
Date,التاريخ,
Description,وصف,
Details,تفاصيل,
Difference,فرق,
Disabled,معطل,
Discount,خصم,
Discount Amount,قيمة الخصم,
Discount Percentage,نسبة الخصم,
Discount Type,نوع الخصم,
Draft,مشروع,
Email,البريد الإلكتروني,
Email Address,البريد الالكتروني,
Enrolled,المقيدين,
Enrolling...,التسجيل ...,
Expected Amount,المبلغ المتوقع,
Expense,نفقة,
Expense Account,حساب النفقات,
Full Name,الاسم الكامل,
Gift Card,كرت هدية,
Grand Total,المجموع الإجمالي,
In Transit,في مرحلة انتقالية,
Individual,فرد,
Invalid Opening Entry,إدخال فتح غير صالح,
Invoice,فاتورة,
Item,السلعة,
Item Code,رمز السلعة,
Item Group,مجموعة الصنف,
Item Price,سعر الصنف,
Items,الاصناف,
Journal Entry,القيود اليومية,
Label,ملصق,
Linked Invoices,الفواتير المرتبطة,
Loyalty Points,نقاط الولاء,
Loyalty Program,برنامج الولاء,
Max Amount,أقصى مبلغ,
Maximum Use,الاستخدام الأقصى,
Method,طريقة,
Min Amount,الحد الأدنى للمبلغ,
Mobile,التليفون المحمول,
Mode Of Payment,طريقة الدفع,
Mode of Payment,طريقة الدفع,
Mode of Payments,طريقة الدفع,
Modes of Payment,طرق الدفع,
Net Total,صافي المجموع,
Open,فتح,
Opening,افتتاحي,
Opening Amount,مبلغ الافتتاح,
Opening Balance Details,تفاصيل الرصيد الافتتاحي,
Orders,أوامر,
Out of Stock,إنتهى من المخزن,
POS,نقطة البيع,
POS Invoice,فاتورة نقاط البيع,
POS Profile,الملف الشخصي لنقطة البيع,
POS Transactions,معاملات نقاط البيع,
Payment,دفع,
Payment Entry,تدوينات المدفوعات,
Payment Reconciliation,دفع المصالحة,
Payment Request for {0},طلب الدفع ل {0},
Payment amount cannot be less than or equal to 0,لا يمكن أن يكون مبلغ الدفعة أقل من أو يساوي 0,
Payments,المدفوعات,
Pending,معلق,
Period End Date,تاريخ انتهاء الفترة,
Period Start Date,تاريخ بداية الفترة,
Please enter the phone number first,الرجاء إدخال رقم الهاتف أولاً,
Please select the customer.,يرجى اختيار العميل.,
Posting Date,تاريخ الترحيل,
Price,السعر,
Print,طباعة,
Print Format,تنسيق الطباعة,
Product Discount Scheme,مخطط خصم المنتج,
Program,برنامج,
Promotional,الترويجية,
Purchase Orders,طلبات الشراء,
Qty,الكمية,
Rate,سعر السلعة المفردة,
Receive,تسلم,
Referral Code,كود الإحالة,
Refresh,تحديث,
Remaining,المتبقية,
Remarks,ملاحظات,
Return,عودة,
Returns,النتائج,
"Row #{0}: The batch {1} has only {2} qty. Please select another batch which has {3} qty available or split the row into multiple rows, to deliver/issue from multiple batches",الصف # {0}: الدفعة {1} فقط {2} الكمية. يرجى تحديد دفعة أخرى توفر {3} الكمية أو تقسيم الصف إلى صفوف متعددة، لتسليم / إصدار من دفعات متعددة,
Sales Invoice,فاتورة مبيعات,
Sales Manager,مدير المبيعات,
Sales Master Manager,المدير الرئيسي للمبيعات,
Sales Partner,شريك المبيعات,
Sales Person,مندوب مبيعات,
Sales Summary,ملخص المبيعات,
Sales User,عضو المبيعات,
Select Customer,حدد العميل,
Sending...,إرسال...,
Set Posting Date,حدد تاريخ النشر,
Shipping Account,حساب الشحن,
Show Price,عرض السعر,
"Sorry, this coupon code is no longer valid",عذرا ، رمز القسيمة هذا لم يعد صالحًا,
"Sorry, this coupon code's validity has expired",عذرا ، لقد انتهت صلاحية رمز القسيمة,
"Sorry, this coupon code's validity has not started",عذرًا ، لم تبدأ صلاحية رمز القسيمة,
Status,الحالة,
Status must be one of {0},يجب أن تكون حالة واحدة من {0},
Subtotal,حاصل الجمع,
Summary,الملخص,
Supplier Name,اسم المورد,
Suppliers,الموردين,
System Manager,مدير النظام,
Tax ID,الرقم الضريبي,
Taxes,الضرائب,
Title,اللقب,
Total,الاجمالي غير شامل الضريبة,
Total Quantity,الكمية الإجمالية,
Transaction,حركة,
Type,النوع,
Used,مستخدم,
User,المستعمل,
Valid From,صالح من تاريخ,
Valid Upto,صالح حتى,
Validity and Usage,الصلاحية والاستخدام,
Warehouse,المستودعات,
Website Manager,مدير الموقع,
Weight,وزن,
Write Off,لا تصلح,
"e.g. ""Summer Holiday 2019 Offer 20""",مثال: &quot;Summer Holiday 2019 Offer 20&quot;,
reports,التقارير,
required,مطلوب,
rows,صفوف,
sales_invoice is required,فاتورة المبيعات مطلوبة,
sales_order is required,رقم طلب المبيعات مطلوب,
select,يختار,
selected,مختارة,
transferred,نقل,
unaccounted,في عداد المفقودين,
unique e.g. SAVE20  To be used to get discount,فريدة مثل SAVE20 لاستخدامها للحصول على الخصم,
will be returned to,سيتم إرجاعها إلى,
{0} Coupon used are {1}. Allowed quantity is exhausted,{0} القسيمة المستخدمة هي {1}. الكمية المسموح بها مستنفدة,
{0} can only create deposits for their own shift,لا يمكن لـ {0} إنشاء ودائع إلا لوردية عملهم الخاصة,
{0} can only create expenses for their own shift,لا يمكن لـ {0} إنشاء نفقات إلا لنوبتهم الخاصة,
{0} is disabled for this POS Profile.,{0} معطل لهذا الملف التعريفي لنقاط البيع.,
{0} is invalid.,{0} غير صالح.,
{0} items added,تمت إضافة {0} عنصرًا,
{0} must belong to company {1}.,يجب أن ينتمي {0} إلى الشركة {1}.,
{0} payment(s) were skipped.,تم تخطي {0} دفعة.,
{0} {1} must be submitted before creating change payment entries.,يجب تقديم {0} {1} قبل إنشاء إدخالات دفع التغيير.,
{} Active,{} نشيط,
